age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
47,Male,36503,2.38,32,0,6.78,0.55,2.2,7,6.63,7.92,4.38,6.58,59.52,51.05,0.0,0.3,0.29,0.19,0.37,0.4,21.28,21,471,0.43,8,1,162.96,3,0.0,9.2,6.55,22.95,5.3,5.77,3.34,53,7
45,Male,130090,5.73,34,19,7.42,1.61,0.99,5,7.03,9.69,6.46,4.98,53.7,68.3,3.82,0.38,0.51,0.15,0.43,0.29,4.07,24,451,3.13,8,0,450.4,0,6.29,4.82,2.83,16.05,10.86,8.04,3.28,51,6
35,Male,40363,4.98,30,2,5.69,0.56,3.87,3,4.83,7.33,3.99,8.71,64.04,87.66,3.94,0.14,0.26,0.48,0.58,0.08,7.67,48,489,3.45,9,0,46.62,1,6.22,2.87,5.94,26.29,9.27,6.91,5.7,89,10
27,Male,90637,2.72,2,20,6.55,2.18,1.68,7,6.59,4.0,9.74,7.61,49.59,76.41,2.13,0.24,0.31,0.66,0.39,0.22,12.16,16,304,0.53,3,0,178.62,0,5.21,6.87,2.57,24.61,3.84,0.78,2.62,58,2
18,Male,87027,2.36,26,4,6.27,0.92,1.92,4,4.89,5.94,7.3,6.01,81.13,80.71,2.44,0.25,0.21,0.24,0.18,0.7,10.3,33,220,0.71,0,1,31.99,2,5.26,6.14,3.4,22.05,7.92,10.0,5.02,63,9
58,Male,61301,5.16,16,2,7.54,3.61,0.77,6,5.94,3.68,5.42,8.03,68.54,68.79,5.06,0.47,0.1,0.31,0.81,0.58,8.98,20,71,0.47,2,1,511.95,0,4.84,4.71,6.05,28.58,7.84,5.93,2.35,34,5
57,Female,22201,5.18,37,8,8.47,1.85,0.16,1,4.77,6.05,4.99,5.51,66.82,76.1,4.47,0.58,0.24,0.16,0.67,0.71,1.98,28,131,0.62,10,0,817.66,3,4.59,8.91,6.51,24.26,8.44,4.2,5.85,42,7
26,Female,92400,2.82,26,1,6.59,1.29,5.02,7,8.2,3.76,4.12,7.81,100.0,66.64,1.67,0.52,0.16,0.33,0.58,0.34,2.03,36,246,1.24,9,0,327.9,1,5.49,3.07,6.64,23.27,4.07,5.64,3.44,82,7
44,Female,83431,5.24,35,23,7.96,0.44,0.1,8,2.8,3.26,6.25,3.11,82.98,64.95,2.07,0.38,0.08,0.24,0.3,0.45,4.03,31,421,0.74,2,1,272.38,1,4.82,4.09,5.95,19.98,10.87,4.45,3.28,59,10
25,Female,125519,2.22,23,5,8.21,5.63,1.78,7,0.66,3.27,4.91,2.37,59.28,30.88,3.0,0.37,0.11,0.38,0.54,0.95,3.86,33,449,0.71,6,0,388.97,1,5.01,4.4,5.4,21.62,3.2,3.95,3.6,6,1
34,Female,34296,6.56,34,21,8.33,1.73,2.18,2,2.32,1.31,5.28,3.65,69.76,68.2,3.76,0.44,0.74,0.15,0.73,0.27,8.98,25,385,2.74,9,0,697.89,1,8.2,4.35,2.83,21.31,9.41,5.52,3.6,0,7
41,Female,51583,6.29,22,12,6.09,2.22,1.58,9,3.02,2.62,5.15,6.87,59.2,55.22,5.77,0.29,0.14,0.32,0.7,0.6,4.58,18,333,1.94,2,0,763.5,1,3.91,2.98,9.9,21.87,7.69,5.42,3.41,53,1
55,Female,19290,1.07,12,19,6.64,0.54,0.66,4,3.67,5.47,1.52,5.12,68.92,64.45,0.57,0.17,0.07,0.11,0.89,0.73,6.64,39,374,9.04,8,1,247.54,2,3.01,4.22,6.35,30.79,11.92,3.96,5.26,42,4
54,Male,75038,5.78,30,12,5.71,0.44,0.28,1,6.11,3.25,5.46,5.61,85.19,65.13,3.13,0.72,0.31,0.36,0.38,0.64,9.24,0,160,3.48,6,1,383.34,1,4.88,5.78,7.76,24.3,7.63,6.23,3.98,3,6
47,Female,29381,7.72,17,13,7.51,0.84,2.76,10,3.06,1.44,6.35,7.94,78.05,72.49,5.13,0.82,0.15,0.24,0.24,0.47,1.33,14,364,0.35,8,0,1097.78,2,4.84,4.15,6.46,24.54,9.65,6.16,2.99,34,10
51,Female,61252,1.42,38,11,7.21,0.88,1.64,9,6.35,2.66,3.76,4.83,68.92,82.99,0.21,0.8,0.38,0.92,0.4,0.04,1.92,33,186,1.52,10,1,671.63,1,6.45,4.76,6.14,25.46,7.53,4.63,1.77,43,9
45,Female,81297,3.99,6,12,6.36,2.22,1.21,3,2.42,4.9,3.7,5.14,65.66,76.32,3.01,0.21,0.45,0.35,0.87,0.91,3.04,27,370,0.75,0,0,718.17,0,1.59,3.55,5.05,36.2,8.34,5.5,4.82,81,1
24,Male,49704,1.6,25,1,8.0,0.65,0.08,9,3.32,2.4,5.92,7.73,47.98,73.14,1.24,0.19,0.31,0.27,0.3,0.46,1.71,23,239,3.27,10,1,59.04,2,2.35,4.1,8.38,20.16,6.18,3.86,9.08,52,6
31,Female,64158,6.33,38,16,5.58,0.41,1.22,7,2.13,1.55,7.6,6.58,80.26,80.19,4.1,0.13,0.07,0.51,0.9,0.43,4.31,22,322,1.82,3,0,527.55,0,4.34,7.19,3.14,25.71,9.0,4.54,6.18,10,1
33,Female,69666,9.13,20,4,9.04,0.58,1.36,5,4.42,7.67,6.83,6.51,75.11,65.35,7.22,0.4,0.26,0.21,0.38,0.6,11.09,30,427,3.06,8,1,601.45,3,1.52,3.04,6.36,28.26,13.08,1.95,4.12,18,9
52,Female,25646,8.48,29,1,5.38,5.7,0.25,10,2.76,9.74,6.35,6.43,65.28,61.84,6.54,0.57,0.12,0.26,0.67,0.54,0.83,29,75,4.03,9,0,124.19,0,5.08,3.42,10.0,20.42,11.23,3.43,4.18,40,8
52,Female,29867,2.71,30,16,7.45,0.19,0.93,6,5.38,6.29,8.12,5.75,84.6,54.45,2.35,0.53,0.53,0.73,0.8,0.31,3.51,32,368,1.88,7,0,180.13,1,3.87,1.26,4.17,27.91,3.96,5.26,2.82,67,7
39,Female,60040,2.43,13,11,6.18,1.03,0.32,10,2.63,5.97,5.52,5.22,37.25,56.42,2.05,0.59,0.28,0.43,0.88,0.57,3.55,23,458,2.22,0,1,563.37,2,3.2,3.43,6.41,31.76,8.42,5.46,5.01,31,2
34,Female,71161,5.77,29,6,6.36,0.67,0.99,7,3.19,3.46,4.44,10.0,70.02,65.0,2.51,0.23,0.27,0.28,0.2,0.19,5.15,7,381,5.54,7,1,1266.2,0,4.93,7.46,8.85,24.32,10.01,5.52,3.44,53,5
22,Female,74857,4.74,5,1,6.46,2.86,3.33,3,5.7,10.0,7.19,1.74,68.27,68.07,3.01,0.44,0.14,0.43,0.35,0.1,3.46,44,94,3.27,3,0,148.89,0,7.14,7.43,7.57,30.95,9.65,6.7,6.91,58,2
29,Male,85303,9.96,33,9,7.05,0.35,2.06,9,2.58,3.05,4.84,6.71,83.62,81.69,6.95,0.92,0.41,0.48,0.34,0.25,13.94,15,242,4.37,8,1,505.76,3,6.88,6.76,9.45,29.89,13.08,6.0,4.25,58,5
32,Female,10546,3.9,7,18,8.76,1.52,0.53,5,3.31,8.4,7.81,3.3,64.22,36.02,4.93,0.5,0.32,0.54,0.34,0.18,5.54,13,335,1.73,9,1,109.55,3,5.35,6.9,3.89,22.69,4.83,5.55,5.07,95,2
35,Female,12161,2.67,38,16,5.74,4.07,2.47,6,7.36,7.24,5.4,7.72,63.13,73.42,1.06,0.24,0.03,0.55,0.16,0.79,2.49,4,39,1.66,0,0,212.34,0,5.59,5.77,2.64,18.69,9.14,7.09,3.02,56,3
42,Male,60097,5.18,27,15,8.53,1.66,0.79,2,3.99,3.18,8.6,4.21,79.29,61.08,2.54,0.31,0.25,0.2,0.57,0.65,3.94,39,406,0.82,8,1,279.82,1,8.1,5.67,5.19,22.24,9.26,4.7,6.19,33,5
25,Male,69139,7.4,39,15,7.15,9.74,0.62,1,6.04,3.36,6.5,6.64,47.13,69.27,5.12,0.22,0.49,0.22,0.83,0.22,3.21,45,134,1.96,9,0,631.85,2,7.52,1.19,5.82,24.52,15.17,3.58,3.7,60,8
18,Male,76659,4.83,37,5,5.69,1.48,0.28,3,4.59,7.46,9.17,3.74,58.28,60.19,4.12,0.2,0.46,0.15,0.69,0.53,22.61,44,89,5.41,8,1,138.87,0,9.1,5.09,8.88,24.78,7.23,7.25,4.81,92,8
58,Female,92259,12.31,31,6,6.88,1.26,0.34,6,4.18,4.6,6.58,8.13,58.0,66.67,7.61,0.58,0.11,0.5,0.59,0.24,0.68,25,12,0.59,1,0,245.36,1,5.32,4.29,6.8,19.83,14.95,2.08,6.31,22,6
36,Male,37333,3.87,11,23,7.25,4.5,0.3,7,5.79,3.28,6.99,7.96,57.28,69.55,1.94,0.62,0.13,0.77,0.51,0.66,9.58,18,297,1.96,10,1,1279.1,1,7.01,0.04,4.96,18.63,8.69,4.06,5.64,77,5
39,Other,83289,4.67,39,23,6.44,2.72,1.22,2,4.31,8.36,4.83,6.34,81.08,79.81,1.17,0.24,0.54,0.68,0.4,0.33,3.07,3,454,0.77,4,0,436.39,3,6.24,6.34,6.17,23.34,11.09,2.76,3.93,61,8
20,Male,8042,2.98,32,5,9.75,0.05,0.32,10,4.8,0.55,6.14,2.61,33.17,45.38,2.48,0.65,0.38,0.23,0.76,0.51,8.66,42,121,2.49,8,0,201.72,0,4.55,1.73,5.51,17.03,3.42,3.38,4.88,94,2
45,Male,115427,1.27,28,22,6.83,3.35,1.19,6,2.02,7.17,2.2,5.64,66.5,68.93,0.0,0.8,0.24,0.62,0.39,0.23,2.85,38,347,2.56,5,0,257.02,0,2.66,6.75,3.28,24.96,4.45,4.29,3.79,33,2
25,Male,128754,1.82,38,16,5.92,1.39,1.18,4,5.36,5.78,8.24,4.12,72.46,42.4,1.39,0.52,0.22,0.43,0.63,0.41,2.2,30,188,1.33,5,0,253.95,0,1.26,2.08,8.47,27.64,5.7,2.6,7.79,16,6
53,Male,116743,1.44,23,9,9.85,1.65,0.29,5,3.13,6.24,7.41,4.89,78.85,46.21,0.5,0.27,0.18,0.62,0.53,0.14,6.5,9,493,7.15,6,0,707.27,0,4.41,2.85,8.05,19.56,4.93,4.7,4.02,22,10
53,Female,33911,2.28,1,4,4.15,0.69,1.45,1,7.25,3.68,5.27,7.6,77.86,79.0,0.85,0.7,0.17,0.26,0.51,0.28,0.84,35,230,2.7,7,0,142.11,1,5.87,2.76,5.41,18.09,12.74,5.32,4.03,70,9
36,Female,111987,1.61,8,13,7.75,1.38,2.33,10,2.65,10.0,3.88,9.67,52.19,77.33,3.16,0.34,0.02,0.31,0.36,0.19,12.66,28,229,2.15,5,0,94.43,3,0.66,8.91,5.62,23.4,3.03,6.25,2.72,25,8
31,Male,140322,7.15,37,1,4.08,1.61,0.26,10,4.78,4.95,5.78,10.0,91.03,80.72,5.45,0.12,0.08,0.65,0.27,0.39,1.03,21,85,0.2,10,1,143.33,1,1.42,4.91,7.46,23.68,8.89,3.64,1.91,39,2
42,Male,48676,2.48,29,19,2.73,1.36,2.18,5,5.35,6.54,5.61,3.81,69.33,76.11,0.41,0.52,0.43,0.58,0.37,0.24,3.29,16,498,0.45,6,0,65.43,3,5.67,8.27,9.23,26.06,5.14,4.97,6.57,26,2
35,Male,140127,2.69,36,13,7.87,5.23,0.44,5,6.26,0.0,4.7,5.11,35.49,73.14,1.14,0.15,0.21,0.59,0.69,0.85,4.99,43,124,1.06,10,0,135.42,0,3.33,2.18,6.38,20.09,3.77,5.79,1.29,39,2
58,Male,45720,4.54,17,12,6.62,6.88,2.07,6,4.84,3.45,4.69,7.54,62.74,90.51,1.33,0.25,0.09,0.15,0.31,0.71,4.83,28,267,4.94,5,1,572.86,0,6.51,5.6,5.62,28.51,7.23,5.67,3.44,13,9
45,Other,137691,2.0,6,13,8.55,7.68,1.63,7,5.69,5.61,8.05,4.2,50.24,51.2,1.79,0.5,0.33,0.11,0.39,0.48,6.49,34,66,2.62,8,0,62.15,2,4.31,1.97,3.43,28.77,5.33,3.61,3.98,72,2
48,Female,20964,4.19,39,5,8.04,8.31,1.98,7,7.1,3.35,5.82,3.97,49.63,82.79,3.22,0.62,0.12,0.51,0.13,0.47,7.13,48,216,2.81,7,0,1047.2,2,6.86,5.33,6.08,33.67,8.21,7.0,6.17,88,4
30,Male,119492,3.22,35,13,4.7,0.92,2.23,2,6.73,1.79,9.15,5.95,74.51,69.03,2.21,0.41,0.39,0.65,0.56,0.37,6.22,43,322,1.35,6,0,27.46,0,0.95,5.9,5.16,26.51,7.04,1.69,3.99,10,8
41,Female,101582,3.08,19,12,9.63,1.63,1.87,2,7.54,2.44,8.56,6.34,65.27,62.27,1.12,0.57,0.34,0.19,0.36,0.29,0.53,8,405,6.1,4,0,824.17,1,4.7,5.46,7.0,31.8,4.22,2.65,6.46,48,1
30,Female,121877,2.0,33,2,9.24,2.76,0.11,8,2.14,8.36,8.35,2.84,55.56,74.35,2.69,0.63,0.38,0.52,0.62,0.73,3.92,8,296,5.61,5,0,22.73,2,6.22,5.67,7.7,19.19,9.86,2.88,2.99,61,9
26,Male,125964,4.19,4,2,8.94,3.94,0.78,8,5.5,5.97,3.62,4.63,79.3,72.07,2.66,0.58,0.25,0.29,0.53,0.48,9.33,34,247,0.56,4,1,438.41,0,7.33,4.03,5.14,17.86,10.31,2.28,3.63,15,8
31,Male,46568,1.36,34,14,7.89,2.24,1.97,2,3.7,4.77,6.06,8.34,63.02,52.94,1.02,0.93,0.44,0.12,0.61,0.37,3.45,7,314,3.2,8,0,3.88,1,6.31,5.16,6.74,27.69,13.2,3.4,8.1,92,7
35,Male,6585,2.19,22,15,6.36,1.89,1.81,4,3.66,2.25,6.14,5.02,66.27,74.12,0.17,0.41,0.2,0.64,0.84,0.5,3.13,44,248,2.93,4,0,28.5,3,7.89,4.54,10.0,25.74,9.32,4.26,4.43,52,6
40,Male,31386,12.62,35,12,7.26,0.91,0.87,5,6.51,6.46,7.01,6.82,78.24,69.98,8.6,0.16,0.38,0.8,0.41,0.59,4.01,6,124,0.97,10,1,512.2,2,4.83,5.64,3.63,30.4,15.8,4.97,6.01,60,6
42,Male,19700,3.88,35,10,5.52,1.72,1.65,4,1.78,3.81,9.9,5.28,78.75,57.18,1.24,0.37,0.5,0.46,0.56,0.32,4.79,24,47,3.32,3,0,295.52,2,5.49,4.15,10.0,23.27,6.61,5.11,2.71,30,4
44,Female,147831,0.95,32,24,5.3,0.72,1.33,10,5.64,8.23,7.4,8.24,69.41,67.95,0.9,0.62,0.24,0.7,0.35,0.35,3.46,30,220,2.35,0,0,263.22,2,6.71,5.21,5.22,28.72,3.5,5.1,0.0,33,7
44,Male,63444,0.71,36,14,5.96,1.74,4.76,10,5.39,4.96,9.55,6.74,85.74,84.43,0.0,0.28,0.07,0.34,0.86,0.54,4.56,14,192,1.39,3,1,1533.94,2,3.31,4.5,9.59,28.86,4.44,2.51,5.59,70,7
57,Male,125032,7.09,39,17,2.82,4.04,2.36,8,3.53,6.55,5.17,5.79,45.51,71.85,3.84,0.14,0.22,0.44,0.42,0.43,1.51,16,431,0.61,2,0,86.7,3,6.68,3.67,5.24,17.0,8.08,6.55,3.57,46,6
28,Female,84733,5.69,28,19,6.1,1.49,1.86,7,5.56,7.82,4.98,7.51,80.61,98.46,4.23,0.83,0.16,0.22,0.85,0.8,3.75,5,329,1.31,0,1,197.86,1,2.54,5.74,5.25,28.76,9.28,6.21,5.14,19,7
54,Female,16618,0.97,6,18,5.79,3.0,3.93,8,6.5,2.55,6.61,6.59,63.59,83.71,1.63,0.46,0.76,0.39,0.96,0.84,7.6,11,38,1.11,7,0,583.44,2,2.29,4.44,5.12,24.38,5.54,8.77,1.83,87,1
48,Male,102016,1.17,38,11,5.54,7.08,0.63,6,5.13,8.42,3.05,3.32,70.14,64.31,1.0,0.25,0.3,0.18,0.72,0.53,1.24,28,356,0.36,0,0,788.02,0,4.98,7.68,8.06,17.03,1.66,5.15,3.56,53,5
48,Male,17955,0.94,25,17,8.74,0.07,0.46,5,8.74,2.24,5.8,8.41,69.71,67.4,0.0,0.54,0.02,0.38,0.81,0.59,3.21,5,94,1.84,0,0,33.62,1,5.3,5.8,6.16,26.75,4.18,7.52,2.03,24,8
37,Male,75308,2.3,7,17,8.19,0.4,2.2,7,3.85,10.0,1.14,5.69,41.8,74.78,1.46,0.4,0.12,0.72,0.2,0.44,6.68,23,23,0.17,0,0,169.93,2,6.63,4.96,2.51,22.21,5.77,3.76,5.79,20,5
30,Female,17152,2.61,2,12,6.52,1.06,0.51,5,2.29,6.67,8.16,3.42,81.6,70.0,2.25,0.45,0.18,0.59,0.79,0.53,8.74,48,19,0.99,7,0,63.22,0,5.98,6.91,6.63,24.11,4.53,7.42,6.79,64,10
28,Male,41243,2.3,7,4,9.4,1.98,1.2,6,6.07,1.6,4.37,5.64,72.69,93.38,2.24,0.31,0.2,0.6,0.29,0.56,5.86,2,383,3.21,6,1,95.33,1,8.86,4.46,6.56,21.59,6.39,6.04,4.46,66,4
45,Male,117103,3.14,6,23,9.98,2.5,7.52,3,7.41,5.62,6.7,3.76,55.13,65.37,1.34,0.77,0.18,0.29,0.42,0.4,9.81,21,311,3.09,0,0,426.76,3,1.6,6.6,6.31,25.59,3.39,3.87,2.93,78,3
57,Female,45567,1.58,19,13,6.02,0.65,1.15,10,4.33,9.69,3.81,6.53,62.95,83.07,0.0,0.61,0.48,0.46,0.58,0.84,1.13,27,191,0.94,9,1,129.98,0,5.73,4.84,5.5,25.0,2.97,7.03,4.06,91,4
58,Male,9349,0.39,8,7,6.19,4.84,0.83,1,7.29,3.36,4.7,2.22,80.84,79.6,0.0,0.4,0.14,0.77,0.71,0.67,16.74,46,196,0.39,8,1,338.4,3,5.14,3.29,6.4,27.42,8.85,6.33,0.0,28,8
42,Female,29186,4.6,10,23,7.05,1.59,4.07,2,3.96,4.66,8.5,2.87,73.68,64.58,4.94,0.17,0.34,0.2,0.62,0.53,11.52,21,305,2.41,10,0,168.49,0,3.3,2.79,5.77,24.17,10.47,5.68,8.18,55,9
32,Female,31937,2.78,36,1,6.13,0.23,3.54,4,3.97,1.93,5.2,4.91,64.89,73.89,1.04,0.1,0.11,0.46,0.28,0.14,3.03,32,306,0.96,0,0,318.52,2,4.28,4.05,5.63,17.84,7.67,6.08,6.54,83,4
32,Female,102106,3.58,35,4,4.98,2.4,2.39,9,7.32,0.72,4.57,1.44,77.67,49.93,4.09,0.57,0.4,0.25,0.36,0.68,10.97,11,309,1.1,1,0,547.6,3,5.84,6.16,10.0,21.73,12.8,4.86,5.53,63,4
46,Male,100762,0.46,12,14,8.55,1.23,0.09,8,5.73,5.79,4.68,4.14,61.98,88.75,1.26,0.06,0.12,0.19,0.25,0.73,3.26,7,165,3.09,9,0,1091.75,3,2.56,7.16,6.75,19.0,4.66,4.62,3.87,21,3
52,Female,138715,6.54,21,19,7.29,0.5,0.88,10,5.23,4.61,4.8,3.6,68.18,65.43,5.38,0.46,0.16,0.48,0.95,0.4,8.13,28,70,2.19,8,1,690.54,3,5.83,4.33,8.72,25.7,7.5,5.9,4.21,17,10
29,Female,118125,5.93,9,18,5.84,1.72,1.67,3,8.39,3.76,0.1,4.38,49.11,73.59,5.7,0.27,0.2,0.43,0.45,0.63,5.8,13,438,3.12,3,0,107.26,2,4.35,3.41,5.96,26.84,6.57,5.5,2.25,94,5
36,Male,20336,0.54,16,11,9.56,1.16,1.93,6,10.0,7.46,4.03,0.22,56.33,71.48,0.76,0.76,0.53,0.2,0.22,0.88,12.32,41,110,1.0,2,1,1389.81,1,5.94,5.2,8.44,25.0,1.83,5.3,2.09,81,3
31,Female,31791,2.4,32,16,6.83,0.37,2.1,1,0.88,2.88,7.32,6.31,79.22,54.23,1.84,0.23,0.37,0.32,0.83,0.46,8.85,49,462,1.3,0,0,275.0,2,5.93,8.16,3.47,25.36,9.1,3.9,4.54,53,10
22,Male,20259,6.94,29,3,7.05,1.46,1.18,5,5.13,7.66,7.49,5.23,62.54,77.11,7.05,0.54,0.37,0.87,0.18,0.36,4.28,17,130,3.31,6,1,8.0,2,5.72,5.73,3.59,19.52,9.29,3.34,3.4,88,5
41,Female,85196,3.34,15,4,8.65,1.96,0.88,10,5.43,10.0,5.32,7.84,71.7,46.99,1.95,0.89,0.19,0.31,0.83,0.31,1.37,40,462,2.98,1,0,488.64,3,6.01,2.39,6.42,23.02,7.3,3.48,9.39,81,10
39,Male,23418,3.66,25,18,10.86,0.93,1.29,5,5.54,4.08,4.34,3.62,67.0,82.36,1.93,0.5,0.1,0.62,0.49,0.81,17.98,45,416,1.32,10,1,22.81,0,10.0,3.87,6.91,16.55,6.68,6.44,3.45,87,5
35,Female,77392,5.7,2,13,5.67,7.52,0.32,7,3.58,0.64,3.23,3.81,69.0,76.76,3.45,0.41,0.07,0.51,0.11,0.63,5.0,14,77,3.04,9,0,817.97,0,5.26,7.05,5.36,29.22,7.31,7.6,7.88,99,4
29,Female,39312,2.75,23,12,8.2,3.91,0.29,6,5.14,6.37,4.08,5.15,33.82,73.12,1.21,0.82,0.22,0.68,0.43,0.87,3.41,15,66,1.77,1,1,736.43,0,4.12,6.42,6.8,21.4,5.47,4.71,4.7,63,9
59,Female,53799,3.31,32,7,7.69,2.21,0.72,6,5.53,6.11,6.38,8.78,91.11,94.07,3.36,0.21,0.12,0.33,0.7,0.65,3.73,37,69,1.39,4,1,240.03,2,8.76,3.93,4.33,27.34,4.57,7.09,0.0,55,1
56,Male,21257,2.13,27,19,5.14,2.95,2.0,10,6.1,6.98,5.28,8.77,77.09,81.89,2.49,0.69,0.08,0.59,0.75,0.42,3.25,28,384,2.59,2,1,74.13,2,5.33,6.57,4.76,26.37,2.69,3.8,4.78,17,8
42,Male,5546,3.36,21,11,4.89,0.93,0.61,7,4.15,3.68,4.65,6.73,76.57,57.09,0.88,0.82,0.54,0.42,0.77,0.66,6.99,44,204,6.7,7,0,445.55,2,4.94,4.14,1.38,26.05,8.11,3.47,2.61,35,8
35,Female,85475,5.04,17,10,7.48,0.93,2.31,3,3.12,1.65,8.54,9.37,57.23,69.11,4.09,0.55,0.24,0.09,0.74,0.08,4.33,37,495,1.5,7,1,576.73,0,5.7,0.0,3.36,19.8,13.03,8.76,3.49,37,3
55,Female,68860,9.42,33,18,4.94,2.12,0.46,2,5.52,4.14,8.6,7.82,69.3,60.32,8.78,0.39,0.07,0.38,0.79,0.4,3.93,17,261,0.54,3,0,272.52,1,5.75,2.69,5.02,21.37,17.06,7.07,6.3,13,1
59,Female,96791,2.92,17,8,5.45,1.33,3.51,7,5.24,1.99,7.98,7.14,87.84,61.01,1.5,0.34,0.07,0.71,0.75,0.52,22.12,13,463,3.84,9,1,136.19,3,6.53,5.3,5.02,21.08,10.12,6.38,3.1,16,9
58,Male,53739,1.2,6,3,7.85,0.43,0.66,9,3.66,10.0,6.58,4.62,69.75,90.55,0.46,0.64,0.32,0.17,0.29,0.75,8.03,9,55,4.03,10,0,426.17,3,3.37,6.33,6.9,21.27,3.47,4.19,6.17,46,1
17,Male,10228,2.77,13,10,8.15,0.2,3.2,7,6.96,7.27,9.96,6.93,69.01,66.93,1.17,0.15,0.36,0.69,0.7,0.42,17.44,30,387,3.22,4,0,207.05,7,3.79,3.03,8.61,15.44,4.09,5.65,3.42,27,7
58,Female,40749,2.4,37,20,4.62,1.17,3.24,3,8.56,4.58,5.74,5.69,74.62,100.0,1.35,0.44,0.28,0.8,0.58,0.1,3.18,47,189,1.93,3,1,525.09,2,4.06,4.4,3.22,33.59,5.3,5.86,7.09,39,9
51,Male,110869,3.95,34,12,6.39,1.43,0.64,10,5.07,6.28,5.13,7.58,64.52,69.28,2.49,0.48,0.14,0.7,0.49,0.37,6.63,22,56,2.72,9,1,15.7,2,4.3,7.84,7.31,21.75,5.77,3.39,3.27,88,2
45,Other,67138,5.28,19,13,8.0,0.96,2.4,4,8.35,0.0,7.0,7.67,100.0,80.3,2.22,0.61,0.37,0.39,0.4,0.6,1.1,13,136,1.24,3,1,752.24,0,4.53,9.08,5.77,20.04,9.54,4.55,1.47,8,9
52,Female,147847,0.99,39,7,6.31,4.35,1.04,3,7.22,7.7,2.35,4.25,71.9,52.83,2.2,0.71,0.09,0.25,0.48,0.52,4.6,3,372,3.25,4,0,70.49,3,5.82,6.82,4.52,22.24,6.77,8.25,3.54,81,1
55,Male,99423,3.29,20,12,7.97,4.31,0.05,2,7.39,8.34,6.22,1.84,75.79,74.04,2.03,0.56,0.1,0.3,0.56,0.55,3.17,28,216,0.48,4,1,441.74,2,6.08,5.31,8.1,15.88,4.76,6.84,5.66,22,10
57,Male,145839,5.77,34,18,5.33,0.65,2.54,8,5.04,5.78,4.77,5.93,66.15,46.7,3.5,0.27,0.09,0.07,0.79,0.16,3.06,44,102,0.2,0,0,587.12,0,2.98,7.64,3.03,19.18,7.43,5.33,7.82,20,1
23,Male,76635,5.06,18,9,5.45,1.27,0.0,7,7.17,1.87,4.92,6.15,56.88,85.84,2.24,0.34,0.31,0.29,0.4,0.71,2.77,31,187,1.48,8,1,242.01,2,4.42,4.01,6.58,21.81,10.35,5.18,2.84,0,9
53,Other,102189,1.47,11,6,4.51,1.04,0.08,1,5.27,1.55,7.43,6.42,93.88,53.54,0.34,0.38,0.22,0.57,0.72,0.73,2.64,31,105,1.88,6,0,667.87,1,4.47,3.05,5.08,22.9,3.49,4.37,4.08,87,7
40,Female,25593,0.85,17,17,6.25,1.58,3.86,7,8.69,8.02,5.98,6.31,67.55,79.24,0.1,0.51,0.55,0.46,0.84,0.52,15.8,0,406,5.14,9,1,308.4,1,2.13,4.05,5.93,19.91,11.68,6.07,7.97,90,8
42,Male,28753,1.88,32,8,7.18,2.63,4.91,5,4.93,6.15,2.13,8.43,57.27,81.44,2.88,0.54,0.26,0.46,0.25,0.68,10.07,15,409,3.57,3,1,953.7,1,6.32,6.34,3.31,18.03,4.15,1.65,0.78,8,5
38,Female,48886,0.79,38,3,7.82,0.31,1.96,3,4.39,3.72,5.02,7.35,67.29,61.17,1.61,0.67,0.33,0.21,0.43,0.51,2.61,41,115,0.82,1,1,1018.68,2,4.81,4.72,5.89,23.82,4.87,2.7,3.65,30,4
44,Female,48828,5.75,9,14,4.38,2.34,1.03,5,2.4,3.85,4.59,6.89,63.34,78.05,3.29,0.58,0.37,0.25,0.75,0.72,3.4,12,77,1.15,4,1,73.62,0,6.63,2.49,6.72,20.94,6.9,3.76,6.2,46,5
28,Female,96238,7.41,10,4,7.28,2.38,1.18,7,5.54,2.67,3.85,5.21,56.79,81.29,4.33,0.97,0.63,0.41,0.21,0.28,10.38,21,160,1.78,4,0,183.84,3,6.57,4.41,6.02,20.37,12.54,2.7,4.6,32,4
58,Female,39173,1.84,26,21,6.5,4.96,1.06,8,6.1,2.45,7.0,10.0,76.89,81.18,1.27,0.8,0.13,0.33,0.33,0.65,2.47,47,84,1.11,0,1,286.79,3,4.89,7.76,4.01,25.98,2.61,5.72,4.22,64,7
56,Male,105211,1.81,26,17,10.03,0.44,0.05,7,6.02,5.41,5.48,7.12,85.81,62.27,2.08,0.93,0.06,0.57,0.38,0.35,2.04,2,130,1.61,8,0,823.61,0,2.36,3.3,5.12,25.4,8.68,6.34,3.21,10,6
